date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:22:33	321/321	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22535bfcac5b5e753f9f09f0510a61c1eb%22	https://cdn.prod.website-files.com/687563dc787e44a7f4a50a72/687563dc787e44a7f4a50ae7_White%20Plus%20Icon.svg	./haughton_clone/cdn.prod.website-files.com/687563dc787e44a7f4a50a72/687563dc787e44a7f4a50ae7_White%20Plus%20Icon.svg	(from https://haughton-ventures.webflow.io/)
01:22:34	14988/14988	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Jul%202025%2017:22:34%20GMT	https://haughton-ventures.webflow.io/insights/hv-invests-in-rentberry	./haughton_clone/haughton-ventures.webflow.io/insights/hv-invests-in-rentberry.html	(from https://haughton-ventures.webflow.io/)
01:22:34	40019/40019	---M--	200	added ('OK')	image/jpeg	etag:%224cdc42dacb03c73fb809d277ea0d7a83%22	https://cdn.prod.website-files.com/687563dc787e44a7f4a50afc/6876879d53ca79538f2f0caf_Rentberry-Blockchain-Rental-Platform.jpg	./haughton_clone/cdn.prod.website-files.com/687563dc787e44a7f4a50afc/6876879d53ca79538f2f0caf_Rentberry-Blockchain-Rental-Platform.jpg	(from https://haughton-ventures.webflow.io/)
01:22:35	15246/15246	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Jul%202025%2017:22:35%20GMT	https://haughton-ventures.webflow.io/insights/haughton-ventures-backs-superphone	./haughton_clone/haughton-ventures.webflow.io/insights/haughton-ventures-backs-superphone.html	(from https://haughton-ventures.webflow.io/)
01:22:35	174626/174626	---M--	200	added ('OK')	image/png	etag:%22638d6d920ad86b9f20b47ab690a44a94%22	https://cdn.prod.website-files.com/687563dc787e44a7f4a50afc/68768583a3cde4944d9925a1_61532be71b39c948d8dd6068_Website_OpenGraph_FINAL.png	./haughton_clone/cdn.prod.website-files.com/687563dc787e44a7f4a50afc/68768583a3cde4944d9925a1_61532be71b39c948d8dd6068_Website_OpenGraph_FINAL.png	(from https://haughton-ventures.webflow.io/)
01:22:37	14626/14626	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Jul%202025%2017:22:37%20GMT	https://haughton-ventures.webflow.io/insights/powering-next-gen-content	./haughton_clone/haughton-ventures.webflow.io/insights/powering-next-gen-content.html	(from https://haughton-ventures.webflow.io/)
01:22:37	75036/75036	---M--	200	added ('OK')	image/png	etag:%22d1e3f716da756cbd8967b4e312a9d035%22	https://cdn.prod.website-files.com/687563dc787e44a7f4a50afc/68768d1ad1d644b9fad94871_artsky-LOGO.png	./haughton_clone/cdn.prod.website-files.com/687563dc787e44a7f4a50afc/68768d1ad1d644b9fad94871_artsky-LOGO.png	(from https://haughton-ventures.webflow.io/)
01:22:37	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8.js?site=687563dc787e44a7f4a50a72	./haughton_clone/d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c89303.js	(from https://haughton-ventures.webflow.io/)
01:22:38	41429/41429	---MCZ	200	added ('OK')	text/javascript	etag:W/%226d1d67fe2715f25c2fd98a9011d8ea67%22	https://cdn.prod.website-files.com/687563dc787e44a7f4a50a72/js/webflow.schunk.36b8fb49256177c8.js	./haughton_clone/cdn.prod.website-files.com/687563dc787e44a7f4a50a72/js/webflow.schunk.36b8fb49256177c8.js	(from https://haughton-ventures.webflow.io/)
01:22:38	166514/166514	---MCZ	200	added ('OK')	text/javascript	etag:W/%228d7179e9fcda3a7e3235f22984b77475%22	https://cdn.prod.website-files.com/687563dc787e44a7f4a50a72/js/webflow.schunk.55048b44cf7d708f.js	./haughton_clone/cdn.prod.website-files.com/687563dc787e44a7f4a50a72/js/webflow.schunk.55048b44cf7d708f.js	(from https://haughton-ventures.webflow.io/)
01:22:38	10427/10427	---MCZ	200	added ('OK')	text/javascript	etag:W/%22971994bec1a717f7cf27d7f85f3b5f84%22	https://cdn.prod.website-files.com/687563dc787e44a7f4a50a72/js/webflow.a2574a41.8cf4bda295ded529.js	./haughton_clone/cdn.prod.website-files.com/687563dc787e44a7f4a50a72/js/webflow.a2574a41.8cf4bda295ded529.js	(from https://haughton-ventures.webflow.io/)
01:22:38	167/167	---M--	200	added ('OK')	image/svg+xml	etag:%22589d534424c61fa6b1b7336b007891f0%22	https://d3e54v103j8qbb.cloudfront.net/static/custom-checkbox-checkmark.589d534424.svg	./haughton_clone/d3e54v103j8qbb.cloudfront.net/static/custom-checkbox-checkmark.589d534424.svg	(from https://cdn.prod.website-files.com/687563dc787e44a7f4a50a72/css/haughton-ventures.webflow.shared.de840c839.css)
01:22:39	417/417	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22e1acfb764bf9c1db5e0f1c0262d482cf%22	https://cdn.prod.website-files.com/687563dc787e44a7f4a50a72/687563dc787e44a7f4a50adc_Arrow.svg	./haughton_clone/cdn.prod.website-files.com/687563dc787e44a7f4a50a72/687563dc787e44a7f4a50adc_Arrow.svg	(from https://cdn.prod.website-files.com/687563dc787e44a7f4a50a72/css/haughton-ventures.webflow.shared.de840c839.css)
01:22:39	399/399	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221f7d9797a5ea2fc3180b30a21bd838b3%22	https://cdn.prod.website-files.com/687563dc787e44a7f4a50a72/687563dc787e44a7f4a50b0d_Group%20652.svg	./haughton_clone/cdn.prod.website-files.com/687563dc787e44a7f4a50a72/687563dc787e44a7f4a50b0d_Group%20652.svg	(from https://cdn.prod.website-files.com/687563dc787e44a7f4a50a72/css/haughton-ventures.webflow.shared.de840c839.css)
01:22:39	424/424	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22768f385eeab3eb2c894cb67203e49f7f%22	https://cdn.prod.website-files.com/687563dc787e44a7f4a50a72/687563dc787e44a7f4a50aed_Slider%20Arrow%20Right.svg	./haughton_clone/cdn.prod.website-files.com/687563dc787e44a7f4a50a72/687563dc787e44a7f4a50aed_Slider%20Arrow%20Right.svg	(from https://cdn.prod.website-files.com/687563dc787e44a7f4a50a72/css/haughton-ventures.webflow.shared.de840c839.css)
01:22:40	51/51	---MCZ	200	added ('OK')	text/plain	date:Thu,%2017%20Jul%202025%2017:22:40%20GMT	https://fonts.googleapis.com/robots.txt		(from https://haughton-ventures.webflow.io/)
01:22:41	1571/1571	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2017%20Jul%202025%2017:22:41%20GMT	https://fonts.gstatic.com/robots.txt		(from https://haughton-ventures.webflow.io/)
01:22:41	421/421	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%227d3f4eb1680643fc308f679e68970d99%22	https://cdn.prod.website-files.com/687563dc787e44a7f4a50a72/687563dc787e44a7f4a50ae8_Slider%20Arrow%20Left.svg	./haughton_clone/cdn.prod.website-files.com/687563dc787e44a7f4a50a72/687563dc787e44a7f4a50ae8_Slider%20Arrow%20Left.svg	(from https://haughton-ventures.webflow.io/about)
01:22:41	74514/74514	---M--	200	added ('OK')	image/webp	etag:%226c6c9a920d8fe7f50fb180147b94620c%22	https://cdn.prod.website-files.com/687563dc787e44a7f4a50a72/687563dc787e44a7f4a50b03_campaign-creators-qCi_MzVODoU-unsplash.webp	./haughton_clone/cdn.prod.website-files.com/687563dc787e44a7f4a50a72/687563dc787e44a7f4a50b03_campaign-creators-qCi_MzVODoU-unsplash.webp	(from https://haughton-ventures.webflow.io/about)
01:22:42	190/190	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22bff9b8dc245f3cb260d71fe370c64fb3%22	https://cdn.prod.website-files.com/687563dc787e44a7f4a50a72/687563dc787e44a7f4a50aeb_Plus%20Icon.svg	./haughton_clone/cdn.prod.website-files.com/687563dc787e44a7f4a50a72/687563dc787e44a7f4a50aeb_Plus%20Icon.svg	(from https://haughton-ventures.webflow.io/about)
01:22:42	222/222	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2293bdda6cb8b26645bfcfafb379677bba%22	https://cdn.prod.website-files.com/687563dc787e44a7f4a50a72/687563dc787e44a7f4a50ae3_Cross%20Icon.svg	./haughton_clone/cdn.prod.website-files.com/687563dc787e44a7f4a50a72/687563dc787e44a7f4a50ae3_Cross%20Icon.svg	(from https://haughton-ventures.webflow.io/portfolio)
01:22:42	1838/1838	---MCZ	200	added ('OK')	text/javascript	etag:W/%22d965b740da73ccf65e48167c66499da4%22	https://cdn.prod.website-files.com/687563dc787e44a7f4a50a72/js/webflow.1735502f.01b8babf08e0a618.js	./haughton_clone/cdn.prod.website-files.com/687563dc787e44a7f4a50a72/js/webflow.1735502f.01b8babf08e0a618.js	(from https://haughton-ventures.webflow.io/portfolio)
01:22:44	14992/14992	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Jul%202025%2017:22:44%20GMT	https://haughton-ventures.webflow.io/insights/sustainable-living-reinvented	./haughton_clone/haughton-ventures.webflow.io/insights/sustainable-living-reinvented.html	(from https://haughton-ventures.webflow.io/insights)
01:22:44	5771/5771	---M--	200	added ('OK')	image/png	etag:%22cf9335679ec9bfb24a015401fad8386b%22	https://cdn.prod.website-files.com/687563dc787e44a7f4a50afc/687688050e1b0aff898b652c_Azure-Printed-Homes_logo.png	./haughton_clone/cdn.prod.website-files.com/687563dc787e44a7f4a50afc/687688050e1b0aff898b652c_Azure-Printed-Homes_logo.png	(from https://haughton-ventures.webflow.io/insights)
01:22:45	84574/84574	---M--	200	added ('OK')	image/webp	etag:%225b365341a52be16614804d60d16297f6%22	https://cdn.prod.website-files.com/687563dc787e44a7f4a50a72/687563dc787e44a7f4a50af2_Rectangle%20324.webp	./haughton_clone/cdn.prod.website-files.com/687563dc787e44a7f4a50a72/687563dc787e44a7f4a50af2_Rectangle%20324.webp	(from https://haughton-ventures.webflow.io/contact)
01:22:45	10871/10871	---MCZ	200	added ('OK')	text/javascript	etag:W/%220516e8451315e014b1d82e6d06645dd3%22	https://cdn.prod.website-files.com/687563dc787e44a7f4a50a72/js/webflow.fb8b4fdc.7d9b22fc45205345.js	./haughton_clone/cdn.prod.website-files.com/687563dc787e44a7f4a50a72/js/webflow.fb8b4fdc.7d9b22fc45205345.js	(from https://haughton-ventures.webflow.io/contact)
01:22:46	240/240	---MCZ	403	error ('Forbidden')	application/xml	date:Thu,%2017%20Jul%202025%2017:22:46%20GMT	https://cdn.prod.website-files.com/robots.txt		(from https://haughton-ventures.webflow.io/)
01:22:46	193/193	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221461b9de596fa6ff6d2b8d5674104db1%22	https://cdn.prod.website-files.com/687563dc787e44a7f4a50a72/687563dc787e44a7f4a50b28_Vector%202402.svg	./haughton_clone/cdn.prod.website-files.com/687563dc787e44a7f4a50a72/687563dc787e44a7f4a50b28_Vector%202402.svg	(from https://haughton-ventures.webflow.io/insights/hv-invests-in-rentberry)
